datetime,irradiance_Wm-2,pv_power_mw,panel_temp_C
2017-11-07 04:00:00,0.0,0.0,9.86
2017-11-07 04:30:00,0.0,0.0,9.76
2017-11-07 05:00:00,0.0,0.0,10.27
2017-11-07 05:30:00,0.0,0.0,10.55
2017-11-07 06:00:00,0.0,0.0,10.18
2017-11-07 06:30:00,0.0,0.0,10.16
2017-11-07 07:00:00,1.37,0.0,10.67
2017-11-07 07:30:00,5.62,0.01,11.23
2017-11-07 08:00:00,11.64,0.04,11.45
2017-11-07 08:30:00,27.96,0.11,10.59
2017-11-07 09:00:00,22.58,0.09,10.79
2017-11-07 09:30:00,42.54,0.18,10.69
2017-11-07 10:00:00,54.5,0.25,10.22
2017-11-07 10:30:00,69.13,0.32,9.34
2017-11-07 11:00:00,60.24,0.27,9.23
2017-11-07 11:30:00,48.47,0.22,8.57
2017-11-07 12:00:00,49.05,0.22,8.35
2017-11-07 12:30:00,34.65,0.15,7.77
2017-11-07 13:00:00,55.98,0.26,7.45
2017-11-07 13:30:00,50.6,0.22,7.76
2017-11-07 14:00:00,47.83,0.2,7.44
2017-11-07 14:30:00,183.09,0.77,8.27
2017-11-07 15:00:00,382.91,1.45,15.13
2017-11-07 15:30:00,173.63,0.55,11.96
2017-11-07 16:00:00,61.6,0.13,8.02
2017-11-07 16:30:00,2.89,0.01,6.03
2017-11-07 17:00:00,0.0,0.0,5.49
2017-11-07 17:30:00,0.0,0.0,5.01
2017-11-07 18:00:00,0.0,0.0,4.86
2017-11-07 18:30:00,0.0,0.0,5.06
2017-11-07 19:00:00,0.0,0.0,4.23
2017-11-07 19:30:00,0.0,0.0,4.18
2017-11-07 20:00:00,0.0,0.0,2.9
2017-11-07 20:30:00,0.0,0.0,2.76
2017-11-07 21:00:00,0.0,0.0,2.07
2017-11-07 21:30:00,0.0,0.0,0.87
2017-11-07 22:00:00,0.0,0.0,0.82
2017-11-07 22:30:00,0.0,0.0,1.31
2017-11-07 23:00:00,0.0,0.0,0.73
2017-11-07 23:30:00,0.0,0.0,0.82
2017-11-08 00:00:00,0.0,0.0,0.87
2017-11-08 00:30:00,0.0,0.0,0.52
2017-11-08 01:00:00,0.0,0.0,-0.05
2017-11-08 01:30:00,0.0,0.0,0.05
2017-11-08 02:00:00,0.0,0.0,0.9
2017-11-08 02:30:00,0.0,0.0,1.7
2017-11-08 03:00:00,0.0,0.0,0.44
2017-11-08 03:30:00,0.0,0.0,1.75
2017-11-08 04:00:00,0.0,0.0,2.0
2017-11-08 04:30:00,0.0,0.0,0.52
2017-11-08 05:00:00,0.0,0.0,0.5
2017-11-08 05:30:00,0.0,0.0,0.52
2017-11-08 06:00:00,0.0,0.0,-0.02
2017-11-08 06:30:00,0.0,0.0,0.13
2017-11-08 07:00:00,2.82,0.01,0.24
2017-11-08 07:30:00,21.12,0.08,-0.01
2017-11-08 08:00:00,179.63,0.32,0.66
2017-11-08 08:30:00,305.78,0.71,4.79
2017-11-08 09:00:00,416.06,1.22,7.85
2017-11-08 09:30:00,504.54,1.75,10.73
2017-11-08 10:00:00,570.82,2.16,15.93
2017-11-08 10:30:00,621.61,2.42,19.91
2017-11-08 11:00:00,668.4,1.57,21.8
2017-11-08 11:30:00,606.66,1.3,26.6
2017-11-08 12:00:00,638.79,1.27,20.6
2017-11-08 12:30:00,509.69,1.08,20.77
2017-11-08 13:00:00,557.58,1.19,19.65
2017-11-08 13:30:00,494.13,1.23,17.77
2017-11-08 14:00:00,457.64,1.17,18.58
2017-11-08 14:30:00,324.6,1.25,18.17
2017-11-08 15:00:00,318.98,1.15,14.38
2017-11-08 15:30:00,128.44,0.44,12.57
2017-11-08 16:00:00,34.4,0.11,7.36
2017-11-08 16:30:00,1.79,0.01,4.82
2017-11-08 17:00:00,0.0,0.0,4.17
2017-11-08 17:30:00,0.0,0.0,2.59
2017-11-08 18:00:00,0.0,0.0,2.05
2017-11-08 18:30:00,0.0,0.0,1.84
2017-11-08 19:00:00,0.0,0.0,2.62
2017-11-08 19:30:00,0.0,0.0,3.9
2017-11-08 20:00:00,0.0,0.0,4.37
2017-11-08 20:30:00,0.0,0.0,4.79
2017-11-08 21:00:00,0.0,0.0,4.93
2017-11-08 21:30:00,0.0,0.0,4.75
2017-11-08 22:00:00,0.0,0.0,5.09
2017-11-08 22:30:00,0.0,0.0,5.31
2017-11-08 23:00:00,0.0,0.0,5.24
2017-11-08 23:30:00,0.0,0.0,5.15
2017-11-09 00:00:00,0.0,0.0,5.49
2017-11-09 00:30:00,0.0,0.0,5.31
2017-11-09 01:00:00,0.0,0.0,5.54
2017-11-09 01:30:00,0.0,0.0,6.17
2017-11-09 02:00:00,0.0,0.0,6.76
2017-11-09 02:30:00,0.0,0.0,6.28
2017-11-09 03:00:00,0.0,0.0,6.45
2017-11-09 03:30:00,0.0,0.0,6.73
2017-11-09 04:00:00,0.1,0.0,6.97
2017-11-09 04:30:00,0.0,0.0,8.02
2017-11-09 05:00:00,0.0,0.0,9.15
2017-11-09 05:30:00,0.0,0.0,9.29
2017-11-09 06:00:00,0.0,0.0,9.17
2017-11-09 06:30:00,0.0,0.0,8.04
2017-11-09 07:00:00,0.33,0.0,7.98
2017-11-09 07:30:00,6.55,0.01,7.37
2017-11-09 08:00:00,15.14,0.04,7.72
2017-11-09 08:30:00,63.47,0.2,7.79
2017-11-09 09:00:00,184.22,0.69,11.32
2017-11-09 09:30:00,149.3,0.62,12.77
2017-11-09 10:00:00,207.88,0.88,13.95
2017-11-09 10:30:00,202.73,0.86,16.49
2017-11-09 11:00:00,149.41,0.67,15.99
2017-11-09 11:30:00,111.8,0.51,14.48
2017-11-09 12:00:00,160.27,0.76,13.32
2017-11-09 12:30:00,222.14,1.0,17.47
2017-11-09 13:00:00,148.25,0.66,15.73
2017-11-09 13:30:00,108.37,0.48,13.5
2017-11-09 14:00:00,129.77,0.56,12.71
2017-11-09 14:30:00,104.02,0.43,14.06
2017-11-09 15:00:00,81.78,0.35,12.32
2017-11-09 15:30:00,94.13,0.35,13.29
2017-11-09 16:00:00,14.31,0.05,9.84
2017-11-09 16:30:00,0.57,0.0,9.04
2017-11-09 17:00:00,0.0,0.0,9.71
2017-11-09 17:30:00,0.0,0.0,8.82
2017-11-09 18:00:00,0.0,0.0,9.27
2017-11-09 18:30:00,0.0,0.0,7.38
2017-11-09 19:00:00,0.0,0.0,7.39
2017-11-09 19:30:00,0.0,0.0,7.91
2017-11-09 20:00:00,0.0,0.0,7.54
2017-11-09 20:30:00,0.0,0.0,7.65
2017-11-09 21:00:00,0.0,0.0,7.02
2017-11-09 21:30:00,0.0,0.0,6.27
2017-11-09 22:00:00,0.0,0.0,6.28
2017-11-09 22:30:00,0.0,0.0,6.7
2017-11-09 23:00:00,0.0,0.0,6.63
2017-11-09 23:30:00,0.0,0.0,6.97
2017-11-10 00:00:00,0.0,0.0,7.59
2017-11-10 00:30:00,0.0,0.0,9.03
2017-11-10 01:00:00,0.0,0.0,9.55
2017-11-10 01:30:00,0.0,0.0,9.79
2017-11-10 02:00:00,0.0,0.0,10.05
2017-11-10 02:30:00,0.0,0.0,9.93
2017-11-10 03:00:00,0.0,0.0,9.75
2017-11-10 03:30:00,0.0,0.0,9.89
2017-11-10 04:00:00,0.0,0.0,10.39
2017-11-10 04:30:00,0.0,0.0,10.63
2017-11-10 05:00:00,0.0,0.0,10.86
2017-11-10 05:30:00,0.0,0.0,10.54
2017-11-10 06:00:00,0.0,0.0,10.42
2017-11-10 06:30:00,0.0,0.0,10.41
2017-11-10 07:00:00,0.46,0.0,10.43
2017-11-10 07:30:00,16.44,0.05,9.79
2017-11-10 08:00:00,30.23,0.11,10.13
2017-11-10 08:30:00,58.22,0.22,11.31
2017-11-10 09:00:00,122.87,0.46,12.2
2017-11-10 09:30:00,332.26,1.17,13.13
2017-11-10 10:00:00,357.77,1.39,16.69
2017-11-10 10:30:00,375.24,1.47,15.92
2017-11-10 11:00:00,542.83,2.03,17.41
2017-11-10 11:30:00,608.88,2.39,18.21
2017-11-10 12:00:00,506.66,2.07,20.95
2017-11-10 12:30:00,416.53,1.83,16.36
2017-11-10 13:00:00,471.59,1.82,16.5
2017-11-10 13:30:00,464.8,1.91,19.62
2017-11-10 14:00:00,376.04,1.55,14.24
2017-11-10 14:30:00,242.87,0.94,16.1
2017-11-10 15:00:00,138.66,0.53,12.66
2017-11-10 15:30:00,58.96,0.23,10.86
2017-11-10 16:00:00,14.3,0.04,10.08
2017-11-10 16:30:00,1.09,0.0,9.16
2017-11-10 17:00:00,0.0,0.0,9.04
2017-11-10 17:30:00,0.0,0.0,9.03
2017-11-10 18:00:00,0.0,0.0,9.13
2017-11-10 18:30:00,0.0,0.0,9.34
2017-11-10 19:00:00,0.0,0.0,9.56
2017-11-10 19:30:00,0.0,0.0,9.15
2017-11-10 20:00:00,0.0,0.0,9.31
2017-11-10 20:30:00,0.0,0.0,9.62
2017-11-10 21:00:00,0.0,0.0,10.24
2017-11-10 21:30:00,0.0,0.0,10.65
2017-11-10 22:00:00,0.0,0.0,10.84
2017-11-10 22:30:00,0.0,0.0,10.85
2017-11-10 23:00:00,0.0,0.0,10.86
2017-11-10 23:30:00,0.0,0.0,10.89
2017-11-11 00:00:00,0.0,0.0,10.9
2017-11-11 00:30:00,0.0,0.0,10.9
2017-11-11 01:00:00,0.0,0.0,10.77
2017-11-11 01:30:00,0.0,0.0,10.69
2017-11-11 02:00:00,0.0,0.0,10.5
2017-11-11 02:30:00,0.0,0.0,10.5
2017-11-11 03:00:00,0.0,0.0,10.41
2017-11-11 03:30:00,0.0,0.0,10.5
2017-11-11 04:00:00,0.0,0.0,10.63
2017-11-11 04:30:00,0.0,0.0,10.85
2017-11-11 05:00:00,0.0,0.0,10.9
2017-11-11 05:30:00,0.0,0.0,11.0
2017-11-11 06:00:00,0.0,0.0,11.08
2017-11-11 06:30:00,0.0,0.0,11.29
2017-11-11 07:00:00,0.32,0.0,11.35
2017-11-11 07:30:00,5.67,0.01,11.45
2017-11-11 08:00:00,24.79,0.08,11.6
2017-11-11 08:30:00,35.92,0.14,12.05
2017-11-11 09:00:00,48.21,0.2,12.09
2017-11-11 09:30:00,94.64,0.41,12.65
2017-11-11 10:00:00,123.65,0.57,13.06
2017-11-11 10:30:00,91.08,0.41,13.19
2017-11-11 11:00:00,110.33,0.5,13.13
2017-11-11 11:30:00,111.59,0.5,13.55
2017-11-11 12:00:00,252.52,1.12,14.94
2017-11-11 12:30:00,114.36,0.51,15.31
2017-11-11 13:00:00,127.83,0.57,13.94
2017-11-11 13:30:00,110.71,0.5,13.52
2017-11-11 14:00:00,91.95,0.41,13.09
2017-11-11 14:30:00,122.31,0.54,13.43
2017-11-11 15:00:00,47.94,0.2,13.17
2017-11-11 15:30:00,19.09,0.06,11.95
2017-11-11 16:00:00,9.14,0.02,11.76
2017-11-11 16:30:00,1.01,0.0,11.47
2017-11-11 17:00:00,0.0,0.0,11.33
2017-11-11 17:30:00,0.0,0.0,11.21
2017-11-11 18:00:00,0.0,0.0,11.09
2017-11-11 18:30:00,0.0,0.0,11.0
2017-11-11 19:00:00,0.0,0.0,11.04
2017-11-11 19:30:00,0.0,0.0,11.13
2017-11-11 20:00:00,0.0,0.0,11.03
2017-11-11 20:30:00,0.0,0.0,11.0
2017-11-11 21:00:00,0.0,0.0,11.01
2017-11-11 21:30:00,0.0,0.0,11.06
2017-11-11 22:00:00,0.0,0.0,11.1
2017-11-11 22:30:00,0.0,0.0,11.14
2017-11-11 23:00:00,0.0,0.0,11.19
2017-11-11 23:30:00,0.0,0.0,11.25
2017-11-12 00:00:00,0.0,0.0,11.31
2017-11-12 00:30:00,0.0,0.0,11.4
2017-11-12 01:00:00,0.0,0.0,11.43
2017-11-12 01:30:00,0.0,0.0,11.49
2017-11-12 02:00:00,0.0,0.0,11.42
2017-11-12 02:30:00,0.0,0.0,11.15
2017-11-12 03:00:00,0.0,0.0,11.2
2017-11-12 03:30:00,0.0,0.0,11.32
2017-11-12 04:00:00,0.0,0.0,10.28
2017-11-12 04:30:00,0.0,0.0,8.61
2017-11-12 05:00:00,0.0,0.0,8.65
2017-11-12 05:30:00,0.0,0.0,7.73
2017-11-12 06:00:00,0.0,0.0,7.8
2017-11-12 06:30:00,0.0,0.0,7.38
2017-11-12 07:00:00,1.07,0.0,5.74
2017-11-12 07:30:00,18.9,0.06,5.28
2017-11-12 08:00:00,150.07,0.25,5.92
2017-11-12 08:30:00,261.53,0.56,8.31
2017-11-12 09:00:00,395.18,1.05,10.3
2017-11-12 09:30:00,174.78,0.66,10.89
2017-11-12 10:00:00,203.97,0.83,10.09
2017-11-12 10:30:00,492.11,1.91,10.99
2017-11-12 11:00:00,549.59,2.08,14.32
2017-11-12 11:30:00,476.26,1.95,13.59
2017-11-12 12:00:00,238.35,0.97,12.83
2017-11-12 12:30:00,233.95,0.9,10.26
2017-11-12 13:00:00,206.96,0.9,10.94
2017-11-12 13:30:00,289.59,1.27,10.58
2017-11-12 14:00:00,222.38,0.9,6.54
2017-11-12 14:30:00,201.66,0.76,7.4
2017-11-12 15:00:00,170.39,0.63,8.6
2017-11-12 15:30:00,56.46,0.17,6.49
2017-11-12 16:00:00,15.34,0.04,4.87
2017-11-12 16:30:00,1.16,0.0,4.03
2017-11-12 17:00:00,0.0,0.0,3.33
2017-11-12 17:30:00,0.0,0.0,2.9
2017-11-12 18:00:00,0.0,0.0,3.41
2017-11-12 18:30:00,0.0,0.0,3.83
2017-11-12 19:00:00,0.0,0.0,3.61
2017-11-12 19:30:00,0.0,0.0,3.32
2017-11-12 20:00:00,0.0,0.0,3.43
2017-11-12 20:30:00,0.0,0.0,3.19
2017-11-12 21:00:00,0.0,0.0,2.72
2017-11-12 21:30:00,0.0,0.0,2.36
2017-11-12 22:00:00,0.0,0.0,2.69
2017-11-12 22:30:00,0.0,0.0,1.91
2017-11-12 23:00:00,0.0,0.0,2.33
2017-11-12 23:30:00,0.0,0.0,2.34
2017-11-13 00:00:00,0.0,0.0,2.12
2017-11-13 00:30:00,0.0,0.0,1.03
2017-11-13 01:00:00,0.0,0.0,-0.38
2017-11-13 01:30:00,0.0,0.0,0.12
2017-11-13 02:00:00,0.0,0.0,-0.57
2017-11-13 02:30:00,0.0,0.0,-0.23
2017-11-13 03:00:00,0.0,0.0,0.08
2017-11-13 03:30:00,0.0,0.0,-0.6
2017-11-13 04:00:00,0.0,0.0,0.04
2017-11-13 04:30:00,0.0,0.0,-0.07
2017-11-13 05:00:00,0.0,0.0,-1.41
2017-11-13 05:30:00,0.0,0.0,-0.83
2017-11-13 06:00:00,0.0,0.0,-1.13
2017-11-13 06:30:00,0.0,0.0,-0.9
2017-11-13 07:00:00,0.67,0.0,-0.51
2017-11-13 07:30:00,13.92,0.05,-0.34
2017-11-13 08:00:00,141.54,0.24,0.5
2017-11-13 08:30:00,283.82,0.58,4.69
2017-11-13 09:00:00,383.27,1.0,8.45
2017-11-13 09:30:00,470.71,1.5,12.95
2017-11-13 10:00:00,542.14,1.94,16.12
2017-11-13 10:30:00,593.4,2.26,19.22
2017-11-13 11:00:00,640.73,2.53,18.84
2017-11-13 11:30:00,651.65,2.59,22.67
2017-11-13 12:00:00,642.66,2.6,21.44
2017-11-13 12:30:00,582.41,2.38,20.68
2017-11-13 13:00:00,250.13,1.09,16.12
2017-11-13 13:30:00,160.96,0.7,13.09
2017-11-13 14:00:00,357.71,1.45,15.69
2017-11-13 14:30:00,93.39,0.39,12.09
2017-11-13 15:00:00,62.16,0.26,10.34
2017-11-13 15:30:00,52.22,0.2,8.96
2017-11-13 16:00:00,18.45,0.07,7.68
2017-11-13 16:30:00,0.38,0.0,4.4
2017-11-13 17:00:00,0.0,0.0,6.2
2017-11-13 17:30:00,0.0,0.0,4.21
2017-11-13 18:00:00,0.0,0.0,4.54
2017-11-13 18:30:00,0.0,0.0,5.46
2017-11-13 19:00:00,0.0,0.0,5.55
2017-11-13 19:30:00,0.0,0.0,5.27
2017-11-13 20:00:00,0.0,0.0,3.83
2017-11-13 20:30:00,0.0,0.0,2.24
2017-11-13 21:00:00,0.0,0.0,5.3
2017-11-13 21:30:00,0.0,0.0,6.42
2017-11-13 22:00:00,0.0,0.0,6.71
2017-11-13 22:30:00,0.0,0.0,6.68
2017-11-13 23:00:00,0.0,0.0,6.5
2017-11-13 23:30:00,0.0,0.0,6.62
2017-11-14 00:00:00,0.0,0.0,6.92
2017-11-14 00:30:00,0.0,0.0,7.27
2017-11-14 01:00:00,0.0,0.0,7.45
2017-11-14 01:30:00,0.0,0.0,7.51
2017-11-14 02:00:00,0.0,0.0,7.82
2017-11-14 02:30:00,0.0,0.0,8.04
2017-11-14 03:00:00,0.0,0.0,8.2
2017-11-14 03:30:00,0.0,0.0,8.32
2017-11-14 04:00:00,0.0,0.0,8.38
2017-11-14 04:30:00,0.0,0.0,8.38
2017-11-14 05:00:00,0.0,0.0,8.47
2017-11-14 05:30:00,0.0,0.0,8.6
2017-11-14 06:00:00,0.0,0.0,8.75
2017-11-14 06:30:00,0.0,0.0,8.74
2017-11-14 07:00:00,0.25,0.0,8.88
2017-11-14 07:30:00,5.85,0.01,9.04
2017-11-14 08:00:00,14.37,0.05,9.49
2017-11-14 08:30:00,22.72,0.08,9.96
2017-11-14 09:00:00,35.23,0.14,10.34
2017-11-14 09:30:00,50.92,0.22,10.57
2017-11-14 10:00:00,93.4,0.42,11.26
2017-11-14 10:30:00,88.52,0.39,12.56
2017-11-14 11:00:00,90.47,0.41,12.26
2017-11-14 11:30:00,92.3,0.41,12.2
2017-11-14 12:00:00,77.34,0.35,11.91
2017-11-14 12:30:00,94.04,0.43,11.54
2017-11-14 13:00:00,142.62,0.64,13.66
2017-11-14 13:30:00,114.03,0.51,12.83
